title,sinopsis,rating,genre
 Easy A,"When Olive lies to her best friend about losing her virginity to one of the college boys, a girl overhears their conversation. Soon, her story spreads across the entire school like wildfire.",7.0,"['Comedy', 'Drama', 'Romance']"
 Monty Python's Life of Brian,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",8.0,['Comedy']
 The Menu,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",7.2,"['Comedy', 'Horror', 'Thriller']"
 Live Free or Die Hard,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,7.1,"['Action', 'Thriller']"
 Terminator 3: Rise of the Machines,John Connor must face a female Terminatrix with power over all the machines. But a new T-800 unit Terminator sent back through time will guide him through the coming battle.,6.3,"['Action', 'Sci-Fi']"
 The Town,A proficient group of thieves rob a bank and hold the manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,7.5,"['Crime', 'Drama', 'Thriller']"
 The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",7.2,"['Action', 'Adventure', 'Comedy']"
 The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,7.6,"['Drama', 'Thriller']"
 Fast & Furious 6,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",7.0,"['Action', 'Thriller']"
 Dumb and Dumber,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",7.3,['Comedy']
 Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,7.1,"['Action', 'Thriller']"
 Ocean's Twelve,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).,6.5,"['Crime', 'Thriller']"
 The Gentlemen,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.8,"['Action', 'Crime']"
 Spider-Man: Across the Spider-Verse,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",8.6,"['Animation', 'Action', 'Adventure']"
 The Lives of Others,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",8.4,"['Drama', 'Mystery', 'Thriller']"
 Thor: Love and Thunder,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",6.2,"['Adventure', 'Comedy', 'Romance']"
 Mission: Impossible - Rogue Nation,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,7.4,"['Action', 'Adventure', 'Thriller']"
 22 Jump Street,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",7.0,"['Action', 'Comedy', 'Crime']"
 Wanted,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",6.7,"['Action', 'Crime', 'Thriller']"
 South Park,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",8.7,"['Animation', 'Comedy']"
 Die Hard with a Vengeance,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",7.6,"['Action', 'Adventure', 'Thriller']"
 Fast Five,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,7.3,"['Action', 'Crime', 'Thriller']"
 Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,"['Action', 'Adventure']"
 Home Alone 2: Lost in New York,"Kevin is separated from his family again when he accidentally boards a flight to New York City during a Christmas trip to Miami. However he crosses paths with the same burglars, who now plan to rob toy stores on Christmas eve.",6.9,"['Adventure', 'Comedy', 'Crime']"
 The Devil's Advocate,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,7.5,"['Drama', 'Fantasy', 'Mystery']"
 Men in Black II,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,6.2,"['Action', 'Adventure', 'Comedy']"
 The Fault in Our Stars,"Hazel and Gus are teenagers who meet at a cancer support group and fall in love. They both share the same acerbic wit and a love of books, especially ""An Imperial Affliction"", so they embark on a journey to visit an author in Amsterdam.",7.7,"['Drama', 'Romance']"
 Face/Off,"To foil a terrorist plot, FBI agent Sean Archer assumes the identity of the criminal Castor Troy who murdered his son through facial transplant surgery, but the crook wakes up prematurely and vows revenge.",7.3,"['Action', 'Crime', 'Sci-Fi']"
 The Lord of the Rings: The Rings of Power,"Epic drama set thousands of years before the events of J.R.R. Tolkien's 'The Hobbit' and 'The Lord of the Rings' follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.",6.9,"['Action', 'Adventure', 'Drama']"
 127 Hours,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",7.5,"['Biography', 'Drama']"
 Guardians of the Galaxy Vol,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",7.9,"['Action', 'Adventure', 'Comedy']"
 Scream,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",7.4,"['Horror', 'Mystery']"
 Maleficent,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.",6.9,"['Action', 'Adventure', 'Drama']"
 Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",7.6,"['Crime', 'Drama', 'Mystery']"
 2012,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,5.8,"['Action', 'Adventure', 'Sci-Fi']"
 Deadpool & Wolverine,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",7.7,"['Action', 'Adventure', 'Comedy']"
 10 Things I Hate About You,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",7.3,"['Comedy', 'Drama', 'Romance']"
 The Others,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.",7.6,"['Horror', 'Mystery', 'Thriller']"
 Friends with Benefits,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",6.5,"['Comedy', 'Romance']"
 Death Note,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,8.9,"['Animation', 'Crime', 'Drama']"
 Hereditary,A grieving family is haunted by tragic and disturbing occurrences.,7.3,"['Drama', 'Horror', 'Mystery']"
 About Time,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",7.8,"['Comedy', 'Drama', 'Fantasy']"
 Speed,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,7.3,"['Action', 'Adventure', 'Thriller']"
 Monsters University,"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",7.2,"['Animation', 'Adventure', 'Comedy']"
 Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",6.6,"['Horror', 'Mystery', 'Sci-Fi']"
 Eternals,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",6.3,"['Action', 'Adventure', 'Fantasy']"
 Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",7.7,"['Crime', 'Drama', 'Thriller']"
 Mission: Impossible III,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,6.9,"['Action', 'Adventure', 'Thriller']"
 Snowpiercer,"In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.",7.1,"['Drama', 'Sci-Fi', 'Thriller']"
 Moana,"In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.",7.6,"['Animation', 'Adventure', 'Comedy']"
 Ferris Bueller's Day Off,"A brash, cocky high school senior, tired of skipping school to spend a boring day at home, is determined to enjoy an epic day roaring around his favorite Chicago sites, enlisting his best friend and girlfriend to join him on the adventure.",7.8,['Comedy']
 Soul,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.",8.0,"['Animation', 'Adventure', 'Comedy']"
 The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",7.7,"['Animation', 'Action', 'Adventure']"
 Signs,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.",6.8,"['Drama', 'Mystery', 'Sci-Fi']"
 My Neighbor Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",8.1,"['Animation', 'Comedy', 'Family']"
 Men in Black³,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,6.8,"['Action', 'Adventure', 'Comedy']"
 The Fighter,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",7.8,"['Action', 'Biography', 'Drama']"
 The Italian Job,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",7.0,"['Action', 'Crime', 'Thriller']"
 Brokeback Mountain,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends.",7.7,"['Drama', 'Romance']"
 Sleepy Hollow,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,7.3,"['Fantasy', 'Horror', 'Mystery']"
 The Illusionist,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",7.5,"['Drama', 'Fantasy', 'Mystery']"
 Shazam!,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,7.0,"['Action', 'Adventure', 'Comedy']"
 Sweeney Todd: The Demon Barber of Fleet Street,"The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett.",7.3,"['Drama', 'Horror', 'Musical']"
 Wednesday,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.",8.1,"['Comedy', 'Crime', 'Fantasy']"
 Mulholland Drive,"After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",7.9,"['Drama', 'Mystery', 'Thriller']"
 The Wire,"The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",9.3,"['Crime', 'Drama', 'Thriller']"
 Beetlejuice,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",7.5,"['Comedy', 'Fantasy']"
 Avatar: The Last Airbender,"In a war-torn world of elemental powers, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,"['Animation', 'Action', 'Adventure']"
 50 First Dates,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,6.8,"['Comedy', 'Drama', 'Romance']"
 The Aviator,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,7.5,"['Biography', 'Drama']"
 Yes Man,"A man challenges himself to say ""yes"" to everything.",6.8,"['Comedy', 'Romance']"
 Die Hard 2,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",7.1,"['Action', 'Thriller']"
 Knocked Up,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",6.9,"['Comedy', 'Romance']"
 Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",8.1,"['Biography', 'Drama', 'Sport']"
 Solo: A Star Wars Story,"During an adventure in the criminal underworld, Han Solo meets his future co-pilot Chewbacca and Lando Calrissian years before joining the Rebel Alliance.",6.9,"['Action', 'Adventure', 'Sci-Fi']"
 The Nightmare Before Christmas,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",7.9,"['Animation', 'Family', 'Fantasy']"
 Jumanji,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",7.1,"['Adventure', 'Comedy', 'Family']"
 Eyes Wide Shut,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.",7.5,"['Drama', 'Mystery', 'Thriller']"
 Mission: Impossible - Fallout,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.",7.7,"['Action', 'Adventure', 'Thriller']"
 Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",8.3,"['Crime', 'Drama']"
 Night at the Museum,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,6.5,"['Adventure', 'Comedy', 'Family']"
 Anchorman: The Legend of Ron Burgundy,"In the 1970s, an anchorman's stint as San Diego's top-rated newsreader is challenged when an ambitious newswoman becomes his co-anchor.",7.1,['Comedy']
 Mission: Impossible II,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",6.1,"['Action', 'Adventure', 'Thriller']"
 The Nice Guys,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",7.4,"['Action', 'Comedy', 'Crime']"
 The Hunger Games: Mockingjay - Part 2,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,6.6,"['Action', 'Adventure', 'Sci-Fi']"
 Constantine,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world.",7.0,"['Action', 'Fantasy', 'Horror']"
 The Ring,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,7.1,"['Horror', 'Mystery']"
 Jackie Brown,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.",7.5,"['Crime', 'Drama', 'Thriller']"
 Terminator Salvation,"As the machines prepare for a final attack, John Connor and a mysterious stranger delve into the heart of Skynet and uncover a terrible secret involving the annihilation of mankind.",6.5,"['Action', 'Adventure', 'Sci-Fi']"
 Downfall,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",8.2,"['Biography', 'Drama', 'History']"
 Flight,Troubling questions arise after airline pilot Whip Whitaker makes a miracle landing after a mid-air catastrophe.,7.3,"['Drama', 'Thriller']"
 Wedding Crashers,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",7.0,"['Comedy', 'Romance']"
 Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",7.8,"['Drama', 'Mystery', 'Sci-Fi']"
 Brooklyn Nine-Nine,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.",8.4,"['Comedy', 'Crime']"
 Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",8.1,"['Biography', 'Drama', 'History']"
 Cloud Atlas,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",7.4,"['Drama', 'Mystery', 'Sci-Fi']"
 The Hunt,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.3,['Drama']
 Seven Samurai,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",8.6,['Drama']
 Kingsman: The Golden Circle,"After the Kingsman's headquarters is destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",6.7,"['Action', 'Adventure', 'Comedy']"
 Pretty Woman,"Edward, a rich entrepreneur, hires Vivian, a prostitute, to accompany him to a few social events. Trouble ensues when he falls in love with her and they try to bridge the gap between their worlds.",7.1,"['Comedy', 'Romance']"
 Ted Lasso,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",8.8,"['Comedy', 'Drama', 'Sport']"
 Jack Reacher,"Jack Reacher, a homicide investigator, digs deeper into a case involving a trained military sniper responsible for a mass shooting.",7.0,"['Action', 'Thriller']"
 How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",7.8,"['Animation', 'Action', 'Adventure']"
 Ocean's Thirteen,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",6.9,"['Crime', 'Thriller']"
 The Flash,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",7.5,"['Action', 'Adventure', 'Drama']"
 The Proposal,"When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways.",6.8,"['Comedy', 'Drama', 'Romance']"
 Boyhood,"The life of Mason, from early childhood to his arrival at college.",7.9,['Drama']
 Annihilation,"A biologist signs up for a dangerous, secret expedition in which the laws of nature don't apply.",6.8,"['Adventure', 'Drama', 'Horror']"
 Super 8,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",7.0,"['Action', 'Sci-Fi', 'Thriller']"
 Family Guy,"In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.",8.1,"['Animation', 'Comedy']"
 Moonrise Kingdom,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.",7.8,"['Adventure', 'Comedy', 'Drama']"
 The Deer Hunter,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,8.1,"['Drama', 'War']"
 The Expendables,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,6.4,"['Action', 'Adventure', 'Thriller']"
 The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",7.6,"['Biography', 'Drama', 'Sport']"
 Lucifer,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,8.0,"['Crime', 'Drama', 'Fantasy']"
 Sex Education,A teenage boy with a sex-therapist mother teams up with a high-school classmate to set up an underground sex-therapy clinic at school.,8.2,"['Comedy', 'Drama', 'Romance']"
 Homeland,A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.,8.3,"['Crime', 'Drama', 'Mystery']"
 Real Steel,"In a near future where robot boxing is a top sport, a struggling ex-boxer feels he's found a champion in a discarded robot.",7.1,"['Action', 'Drama', 'Sci-Fi']"
 Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,6.4,"['Comedy', 'Drama', 'Fantasy']"
 The Rock,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",7.4,"['Action', 'Adventure', 'Thriller']"
 10 Cloverfield Lane,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,7.2,"['Drama', 'Horror', 'Sci-Fi']"
 True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,7.6,"['Drama', 'Western']"
 Meet the Parents,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare.",7.0,"['Comedy', 'Romance']"
 National Treasure,A historian races to find the legendary Templar Treasure before a team of mercenaries.,6.9,"['Action', 'Adventure', 'Mystery']"
 Shooter,"An expert marksman living in exile, is coaxed back into action after learning of a plot to kill the president. Now on the run after being double crossed for the assasination attempt he was trying to prevent, he sets out for the real killer, and the truth.",7.1,"['Action', 'Drama', 'Thriller']"
 The Interview,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.",6.5,"['Action', 'Adventure', 'Comedy']"
 Pineapple Express,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,6.9,"['Action', 'Comedy', 'Crime']"
 Total Recall,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",7.5,"['Action', 'Adventure', 'Sci-Fi']"
 Due Date,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,6.5,"['Comedy', 'Drama']"
 Seinfeld,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,8.9,['Comedy']
 Tron: Legacy,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,6.8,"['Action', 'Adventure', 'Sci-Fi']"
 Burn After Reading,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,7.0,"['Comedy', 'Crime', 'Drama']"
 Ozark,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.",8.5,"['Crime', 'Drama', 'Thriller']"
 The Vampire Diaries,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",7.7,"['Drama', 'Fantasy', 'Horror']"
 Being John Malkovich,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,7.7,"['Comedy', 'Drama', 'Fantasy']"
 Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",8.1,"['Drama', 'Mystery', 'Thriller']"
 John Wick: Chapter 4,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",7.6,"['Action', 'Crime', 'Thriller']"
 Once Upon a Time in the West,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,"['Drama', 'Western']"
 Kong: Skull Island,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",6.7,"['Action', 'Adventure', 'Fantasy']"
 Pearl Harbor,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,6.2,"['Action', 'Drama', 'Romance']"
 Hellboy,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",6.9,"['Action', 'Adventure', 'Fantasy']"
 Pirates of the Caribbean: Dead Men Tell No Tales,Captain Jack Sparrow searches for the Trident of Poseidon to rule the sea while being pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle.,6.5,"['Action', 'Adventure', 'Fantasy']"
 Interview with the Vampire,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",7.5,"['Drama', 'Fantasy', 'Horror']"
 Us,"In order to get away from their busy lives, the Wilson family takes a vacation to Santa Cruz, California. At night, four strangers break into Adelaide's childhood home. The family is shocked to find out that the intruders look like them.",6.8,"['Horror', 'Mystery', 'Thriller']"
 Marriage Story,A stage director and his actor wife struggle through a grueling divorce that pushes them to their personal and creative extremes. Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,7.9,"['Drama', 'Romance']"
 The Simpsons Movie,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",7.3,"['Animation', 'Adventure', 'Comedy']"
 Mindhunter,"In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.",8.6,"['Crime', 'Drama', 'Mystery']"
 North by Northwest,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",8.3,"['Action', 'Adventure', 'Mystery']"
 Notting Hill,"A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond.",7.2,"['Comedy', 'Drama', 'Romance']"
 Jurassic World: Fallen Kingdom,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",6.1,"['Action', 'Adventure', 'Sci-Fi']"
 Up in the Air,"Ryan's job is to travel around the country firing off people. When his boss hires Natalie, who proposes firing people via video conference, he tries to convince her that her method is a mistake.",7.4,"['Comedy', 'Drama', 'Romance']"
 The Mummy Returns,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",6.4,"['Action', 'Adventure', 'Fantasy']"
 Grey's Anatomy,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,7.6,"['Drama', 'Romance']"
 Equilibrium,"In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.",7.3,"['Action', 'Drama', 'Sci-Fi']"
 The Mist,"A thick fog descends upon a rural community, killing anyone caught outside, survivors seek refuge in a local store. Trapped in a darkened cloud of pure horror, the frightened denizens of the town must fend off murderous monster waves.",7.1,"['Horror', 'Sci-Fi', 'Thriller']"
 American Horror Story,"An anthology series centering on different characters and locations, showcasing different aspects of horror.",8.0,"['Drama', 'Horror', 'Sci-Fi']"
 Fantastic Four,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",5.7,"['Action', 'Adventure', 'Fantasy']"
 Les Misérables,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",7.5,"['Drama', 'Musical', 'Romance']"
